signal,auroc,pr_auc,spearman_rho,spearman_p,ai_error_rate_top20pct,wc_error_rate_top20pct,ai_error_rate_top10pct,wc_error_rate_top10pct,ai_error_rate_top5pct,wc_error_rate_top5pct,ai_enrich_top20,wc_enrich_top20,ai_enrich_top10,wc_enrich_top10,ai_enrich_top5,wc_enrich_top5
MAGD_AR (composite),0.488261362618492,0.0142254043498921,-0.0048911598400861,0.1279842204041998,0.0153854096752542,0.0140946873870617,0.0120817843866171,0.011875258157786,0.0084675753820735,0.0082610491532424,1.0477983327571325,1.1646517155505258,0.8228102991231784,0.9812590663604689,0.5766704660521406,0.6826150026855407
distance_uncertainty,0.5374548832974712,0.0166582034751035,0.015606395789029,1.1924845430714082e-06,0.0185864009499716,0.0152305230006711,0.0191036761668731,0.0157992565055762,0.0179677819083023,0.0150764147046674,1.2657966435992263,1.2585064325546,1.3010248319468998,1.3055011926361058,1.2236665986960054,1.2457723799011136
calibration_risk,0.6546122844073737,0.0856192578007506,0.2625506177030385,0.0,0.0239041767773245,0.0109969538953998,0.0478108219743907,0.021995043370508,0.0956216439487814,0.0439900867410161,1.62795512774011,0.9086843055394221,3.2560783631968486,1.8174624446502614,6.512156726393697,3.634924889300531
neighbourhood_reliability (neighbor_error_rate),0.5356497656377509,0.0166407789600493,0.0221411286013773,5.540615576079354e-12,0.0184315142753885,0.0140430584955341,0.0056794712928541,0.0037174721189591,0.0109458901280462,0.0074349442379182,1.255248338235899,1.1603855920503487,0.3867911662544793,0.30717675120849497,0.7454520658722772,0.6143535024169899
wrong_confident_risk,0.3519975383057429,0.0106584488536885,-0.061668460601161,3.1109048435587585e-82,0.009086684908875,0.009086684908875,0.0062990499793473,0.0062990499793473,0.0049566294919454,0.0049566294919454,0.6188339146485103,0.7508377360325782,0.42898656620951514,0.5204939395477223,0.3375631996402731,0.4095690016113211
