total_cases,ai_route_rate,expert_route_rate,escalate_route_rate,mean_ai_expected_cost,mean_best_expert_expected_cost,mean_escalation_expected_cost,threshold_pass_rate,policy_variant,method,optimizer,used_validation_only
96843.0,0.8043431120473343,0.0,0.1956568879526656,0.2010648893024704,0.9637883488392228,1.0408014278994526,1.0,heuristic,magd_heuristic,config,True
96843.0,0.9096475739082845,0.0,0.09035242609171545,0.18256721945269433,0.9637883488392228,1.0408014278994526,1.0,learned,magd_learned,scipy_slsqp,True
