precision,recall,f1,cost_sensitive_loss,method,deployable,ai_coverage,expert_deferral_rate,escalation_rate,threshold
0.5288461538461539,0.03851540616246499,0.07180156657963446,6914.0,ai_only,True,1.0,0.0,0.0,
0.3328495403967102,0.48179271708683474,0.3937052932761087,5079.0,best_expert,True,0.0,1.0,0.0,
0.1774800188058298,0.5287114845938375,0.26575149595212955,6864.0,random_expert,True,0.0,1.0,0.0,
0.5288461538461539,0.03851540616246499,0.07180156657963446,6914.0,confidence_threshold,True,1.0,0.0,0.0,0.0
0.5288461538461539,0.03851540616246499,0.07180156657963446,6914.0,distance_threshold,True,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,oracle_upper_bound,False,0.985316440011152,0.01468355998884793,0.0,
